country,city,coffee_in_cafe,cost_beer,cost_coworking,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,life_score,nightlife,nomad_score,places_to_work,racism,safety,marine_species
Brazil,Sacramento,5.0,5.0,180.0,3033,1.0,34.0,1.0,0.6,0.8,32,0.87,0.6,0.81,0.8,0.8,0.8,2
Brazil,Belo Horizonte,1.46,1.46,233.07,1870,0.4,65.3,0.4,0.4,0.82,12,0.73,0.6,0.78,0.8,0.8,0.48,2
Brazil,Macau,2.58,2.58,349.25,2855,0.6,52.2,0.6,0.522,0.6,23,0.81,0.6,0.77,0.4,0.0,0.6,2
Brazil,Aveiro,3.23,3.23,215.07,1964,0.8,29.2,0.4,0.8,1.0,20,0.8,0.58,0.76,0.4,0.6,0.82,2
Brazil,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6,2
Brazil,Curitiba,2.62,2.62,131.1,1988,0.4,65.3,0.4,0.4,0.8,8,0.68,1.0,0.73,0.8,0.8,0.6,2
Brazil,Campinas,2.91,2.91,84.49,2031,0.56,65.3,0.6,0.4,0.8,9,0.7,1.0,0.7,0.4,0.8,0.6,2
Brazil,Porto Alegre,2.19,2.19,23.31,1772,0.4,65.3,0.2,0.4,0.8,8,0.67,0.6,0.68,0.4,0.8,0.4,2
Brazil,Salvador,2.36,2.36,203.94,2198,0.6,65.3,0.6,0.4,0.6,9,0.64,0.8,0.67,0.6,0.6,0.4,2
Brazil,Colombo,0.84,0.84,68.7,1046,0.8,87.7,0.6,0.2,1.0,6,0.66,0.24,0.67,0.6,0.0,0.8,2
Brazil,Rio de Janeiro,2.91,2.91,288.42,4017,0.0,65.3,0.76,0.4,0.8,11,0.59,1.0,0.66,1.0,0.8,0.2,2
Brazil,Fortaleza,2.19,2.19,177.71,2412,0.6,65.3,0.6,0.4,0.8,7,0.69,1.0,0.66,0.4,0.8,0.62,2
Brazil,Sorocaba,2.36,2.36,203.94,2650,0.4,65.3,0.4,0.4,0.6,11,0.64,0.6,0.65,0.4,0.6,0.4,2
Brazil,São José dos Campos,2.36,2.36,203.94,3573,0.4,65.3,0.6,0.4,0.6,5,0.61,0.6,0.59,0.4,0.6,0.4,2
Brazil,Recife,2.19,2.19,196.65,2066,0.0,65.3,0.4,0.4,0.8,5,0.53,1.0,0.59,0.8,0.8,0.2,2
Brazil,Natal,1.6,1.6,130.44,1664,0.4,65.3,0.8,0.4,0.8,2,0.69,1.0,0.58,0.4,0.8,0.58,2
Brazil,Natal,1.6,1.6,130.44,1664,0.4,65.3,0.8,0.4,0.8,2,0.69,1.0,0.58,0.4,0.8,0.58,2
Brazil,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6,2
Brazil,Anápolis,2.16,2.16,203.94,5658,0.4,65.3,0.4,0.4,0.6,5,0.59,0.6,0.53,0.4,0.6,0.4,2
Brazil,Alexandria,0.96,0.96,32.12,2188,0.58,90.2,0.4,0.2,0.4,0,0.44,0.4,0.43,0.4,0.6,0.4,2
United Kingdom,Wellington,4.97,4.97,266.44,2408,1.0,21.3,1.0,0.8,1.0,11,0.89,0.6,0.87,1.0,1.0,0.8,1
United Kingdom,Wellington,4.97,4.97,266.44,2408,1.0,21.3,1.0,0.8,1.0,11,0.89,0.6,0.87,1.0,1.0,0.8,1
United Kingdom,Christchurch,3.55,3.55,319.73,2172,0.0,21.3,0.6,0.8,1.0,32,0.88,0.6,0.84,0.8,1.0,1.0,1
United Kingdom,Perth,3.02,3.02,332.05,1938,1.0,22.5,0.6,0.8,1.0,5,0.88,0.6,0.83,0.8,0.8,1.0,1
United Kingdom,Richmond,5.0,5.0,250.0,2824,0.8,34.0,1.0,0.6,0.6,24,0.84,0.8,0.81,0.8,0.8,0.6,1
United Kingdom,Windsor,3.69,3.69,73.86,2668,0.8,23.8,0.8,0.8,1.0,30,0.87,0.6,0.81,0.8,1.0,1.0,1
United Kingdom,Rochester,5.0,5.0,200.0,3015,0.8,34.0,0.4,0.6,0.8,22,0.84,0.6,0.8,0.8,0.8,0.6,1
United Kingdom,Bristol,4.37,4.37,224.55,3461,1.0,32.4,0.42,0.6,1.0,0,0.89,0.8,0.79,0.8,1.0,1.0,1
United Kingdom,Liverpool,4.37,4.37,187.13,2715,0.8,32.4,0.6,0.6,1.0,0,0.86,0.78,0.79,0.8,1.0,1.0,1
United Kingdom,Manchester,4.37,4.37,249.5,2857,0.8,32.4,0.6,0.6,0.8,0,0.84,1.0,0.79,0.8,1.0,0.6,1
United Kingdom,Nottingham,4.37,4.37,311.88,2687,1.0,32.4,0.6,0.6,0.8,0,0.83,0.8,0.78,0.8,1.0,0.6,1
United Kingdom,London,6.24,6.24,249.5,3020,0.8,32.4,0.44,0.6,0.8,14,0.82,1.0,0.78,0.8,1.0,0.6,1
United Kingdom,Halifax,3.32,3.32,221.57,2596,1.0,23.8,0.6,0.8,0.8,0,0.82,0.4,0.77,0.8,1.0,0.6,1
United Kingdom,Edinburgh,4.37,4.37,99.8,3238,1.0,32.4,0.4,0.6,0.8,0,0.84,1.0,0.77,0.8,1.0,1.0,1
United Kingdom,Brighton,4.37,4.37,248.26,3273,0.0,32.4,0.8,0.6,0.8,0,0.84,0.8,0.76,0.8,1.0,0.8,1
United Kingdom,Cambridge,4.37,4.37,324.36,2874,0.8,32.4,0.4,0.6,1.0,0,0.82,0.4,0.76,0.8,1.0,1.0,1
United Kingdom,Glasgow,4.37,4.37,37.43,2720,1.0,32.4,0.4,0.6,1.0,0,0.86,0.8,0.76,0.8,1.0,1.0,1
United Kingdom,Birmingham,4.37,4.37,342.44,3367,1.0,32.4,0.6,0.6,0.8,0,0.88,0.4,0.74,0.8,1.0,1.0,1
United Kingdom,Leeds,4.37,4.37,187.13,3012,0.8,32.4,0.6,0.6,1.0,0,0.83,0.8,0.74,0.4,1.0,0.8,1
United Kingdom,Leicester,4.37,4.37,37.43,2635,0.8,32.4,0.6,0.6,1.0,0,0.79,0.8,0.71,0.4,1.0,0.8,1
United Kingdom,Bournemouth,4.37,4.37,299.4,2863,1.0,32.4,0.6,0.6,1.0,0,0.81,0.8,0.71,0.4,1.0,1.0,1
United Kingdom,Washington,7.5,7.5,400.0,4317,1.0,34.0,1.0,0.6,0.8,32,0.79,1.0,0.71,0.8,0.8,0.4,1
United Kingdom,Oxford,4.37,4.37,280.69,3686,1.0,32.4,1.0,0.6,1.0,0,0.82,0.8,0.71,0.4,1.0,0.6,1
United Kingdom,Chatham,1.85,1.85,221.57,2198,1.0,23.8,0.6,0.8,0.8,0,0.78,0.4,0.71,0.4,1.0,1.0,1
United Kingdom,Boston,5.0,5.0,299.0,4562,0.6,34.0,0.8,0.6,0.6,20,0.8,0.6,0.71,0.8,0.8,0.8,1
United Kingdom,Norwich,4.37,4.37,124.75,3178,0.8,32.4,0.6,0.6,0.8,0,0.79,0.8,0.7,0.4,1.0,0.8,1
United Kingdom,Belfast,4.37,4.37,185.88,2655,0.8,32.4,0.4,0.6,0.6,0,0.75,0.6,0.7,0.4,1.0,0.6,1
United Kingdom,Edmonton,2.95,2.95,44.31,2048,1.0,23.8,0.4,0.8,1.0,0,0.76,0.4,0.7,0.4,1.0,0.6,1
United Kingdom,Stamford,7.5,7.5,250.0,3966,1.0,34.0,1.0,0.6,0.8,16,0.79,0.4,0.7,0.4,0.8,0.0,1
United Kingdom,Southampton,4.37,4.37,342.44,3539,0.8,32.4,0.6,0.6,0.8,0,0.81,1.0,0.68,0.6,1.0,0.8,1
United Kingdom,Bedford,4.0,4.0,467.0,3695,0.6,34.0,0.8,0.6,0.6,20,0.78,0.6,0.67,0.4,0.6,0.8,1
United Kingdom,Aberdeen,4.37,4.37,343.07,3159,1.0,32.4,0.6,0.6,0.8,0,0.79,0.6,0.66,0.4,1.0,0.8,1
United Kingdom,Northampton,4.37,4.37,342.44,3130,1.0,32.4,0.6,0.6,0.8,0,0.78,1.0,0.66,0.8,1.0,0.6,1
United Kingdom,Reading,4.37,4.37,124.75,3212,0.6,32.4,0.6,0.6,0.6,0,0.76,0.8,0.66,0.4,1.0,0.6,1
United Kingdom,Coventry,4.37,4.37,342.44,3082,1.0,32.4,0.6,0.6,0.6,0,0.78,0.6,0.66,0.6,1.0,1.0,1
United Kingdom,Cheltenham,4.74,4.74,420.41,3379,0.6,32.4,0.8,0.6,0.6,0,0.77,0.6,0.66,0.4,0.6,0.8,1
United Kingdom,Portsmouth,4.63,4.63,410.93,3371,0.8,32.4,0.6,0.6,0.8,10,0.78,0.6,0.65,0.6,0.6,1.0,1
United Kingdom,York,4.24,4.24,389.63,4611,0.6,32.4,0.8,0.6,0.6,0,0.77,0.6,0.63,0.6,0.6,0.8,1
United Kingdom,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8,1
India,Wellington,4.97,4.97,266.44,2408,1.0,21.3,1.0,0.8,1.0,11,0.89,0.6,0.87,1.0,1.0,0.8,10
India,Salt Lake City,5.0,5.0,400.0,3159,0.8,34.0,1.0,0.6,1.0,33,0.87,0.6,0.78,0.8,0.8,0.8,10
India,Riga,2.69,2.69,76.35,1519,0.6,47.4,0.6,0.8,0.6,28,0.75,0.44,0.78,0.8,0.0,0.6,10
India,Gurgaon,2.58,2.58,132.88,1394,0.4,79.6,0.4,0.2,0.4,5,0.68,0.4,0.75,0.8,0.2,0.6,10
India,Chennai,0.55,0.55,73.82,770,0.2,79.6,0.2,0.2,0.6,5,0.57,0.6,0.66,0.4,0.2,0.4,10
India,Salem,3.5,3.5,457.5,4102,0.2,34.0,0.8,0.6,0.6,47,0.76,0.6,0.66,0.6,0.6,0.6,10
India,Raipur,3.03,3.03,59.06,1344,0.4,79.6,0.6,0.2,0.6,11,0.61,0.2,0.65,0.4,0.6,0.4,10
India,Raipur,3.03,3.03,59.06,1344,0.4,79.6,0.6,0.2,0.6,11,0.61,0.2,0.65,0.4,0.6,0.4,10
India,Jodhpur,2.83,2.83,73.82,1201,0.6,79.6,0.6,0.2,0.8,3,0.72,0.6,0.62,0.6,0.6,0.8,10
India,Bangalore,0.74,0.74,95.97,889,0.27,79.6,0.2,0.2,0.64,2,0.64,0.4,0.61,0.8,0.2,0.58,10
India,New Delhi,1.48,1.48,103.35,962,0.2,79.6,0.2,0.2,0.8,1,0.58,0.6,0.58,0.8,0.2,0.4,10
India,Jaipur,0.92,0.92,27.29,624,0.6,79.6,0.4,0.2,0.4,3,0.59,0.6,0.56,0.4,0.2,0.6,10
India,Jaipur,0.92,0.92,27.29,624,0.6,79.6,0.4,0.2,0.4,3,0.59,0.6,0.56,0.4,0.2,0.6,10
India,Jamshedpur,2.34,2.34,59.06,1243,0.6,79.6,0.6,0.2,0.6,2,0.66,0.2,0.56,0.4,0.4,0.6,10
India,Lucknow,1.48,1.48,81.21,1059,0.4,79.6,0.4,0.2,0.6,1,0.61,0.6,0.56,0.6,0.2,0.6,10
India,Mumbai,1.48,1.48,103.35,1301,0.2,79.6,0.2,0.2,0.8,2,0.56,0.6,0.55,0.8,0.2,0.4,10
India,Pune,1.11,1.11,36.91,931,0.4,79.6,0.2,0.2,0.8,3,0.62,0.6,0.55,0.4,0.2,0.6,10
India,Amritsar,2.95,2.95,73.82,986,0.6,79.6,0.6,0.2,0.8,3,0.63,0.6,0.55,0.8,0.4,0.8,10
India,Gwalior,1.59,1.59,59.06,1170,0.4,79.6,0.4,0.2,0.6,2,0.64,0.2,0.54,0.4,0.4,0.6,10
India,Jabalpur,4.62,4.62,59.06,1659,0.4,79.6,0.4,0.2,0.6,2,0.64,0.2,0.53,0.4,0.4,0.6,10
India,Ahmedabad,0.09,0.09,7.21,522,0.6,79.6,0.2,0.2,0.8,2,0.64,0.4,0.53,0.4,0.2,0.6,10
India,Vadodara,1.07,1.07,87.06,860,0.4,79.6,0.2,0.2,0.8,3,0.63,0.6,0.52,0.4,0.2,0.6,10
India,Indore,2.58,2.58,210.16,1486,0.6,79.6,0.2,0.2,0.4,3,0.62,0.4,0.52,0.4,0.2,0.6,10
India,Noida,1.33,1.33,103.35,1129,0.2,79.6,0.2,0.2,0.6,4,0.55,0.8,0.52,0.4,0.2,0.4,10
India,Mysore,2.34,2.34,59.06,903,0.4,79.6,0.6,0.2,1.0,4,0.61,0.6,0.51,0.4,0.4,0.4,10
India,Coimbatore,2.58,2.58,210.16,1362,0.6,79.6,0.4,0.2,0.6,3,0.61,0.2,0.5,0.4,0.2,0.6,10
India,Kochi,0.44,0.44,51.68,582,0.2,79.6,0.2,0.2,0.6,4,0.54,0.6,0.5,0.2,0.2,0.4,10
India,Madurai,2.34,2.34,59.06,1234,0.4,79.6,0.4,0.2,0.6,4,0.59,0.4,0.49,0.6,0.4,0.4,10
India,Patna,2.34,2.34,59.06,982,0.4,79.6,0.4,0.2,0.6,2,0.56,0.2,0.49,0.4,0.6,0.4,10
India,Thiruvananthapuram,2.06,2.06,59.06,945,0.4,79.6,0.4,0.2,0.6,2,0.54,0.2,0.47,0.4,0.6,0.4,10
India,Kota,1.48,1.48,73.82,1409,0.4,79.6,0.4,0.2,0.8,2,0.52,0.2,0.46,0.4,0.6,0.4,10
India,Kota,1.48,1.48,73.82,1409,0.4,79.6,0.4,0.2,0.8,2,0.52,0.2,0.46,0.4,0.6,0.4,10
Indonesia,Ubud,1.12,1.12,274.27,1331,0.64,74.9,0.6,0.2,0.8,5,0.76,0.6,0.86,0.8,0.8,0.8,11
Indonesia,Denpasar,0.0,0.0,5.61,1575,0.4,74.9,0.8,0.2,0.6,8,0.74,0.8,0.78,0.8,0.4,0.8,11
Indonesia,Makassar,0.75,0.75,5.61,593,0.4,74.9,0.4,0.2,0.6,5,0.62,0.6,0.69,0.6,0.4,0.4,11
Indonesia,Bandung,0.75,0.75,48.63,776,0.4,74.9,0.6,0.2,0.8,8,0.66,0.4,0.66,0.4,0.4,0.6,11
Indonesia,Surabaya,0.75,0.75,91.28,714,0.6,74.9,0.6,0.2,0.6,5,0.65,0.4,0.66,0.4,0.4,0.6,11
Indonesia,Malang,0.75,0.75,5.61,615,0.4,74.9,0.6,0.2,0.6,5,0.62,0.6,0.66,0.6,0.4,0.4,11
Indonesia,Jakarta,1.87,1.87,224.46,1306,0.4,74.9,0.6,0.2,0.64,4,0.63,0.6,0.58,0.8,0.4,0.6,11
Indonesia,Cirebon,0.75,0.75,5.61,639,0.4,74.9,0.6,0.2,0.8,3,0.65,0.4,0.58,0.8,0.4,0.6,11
Indonesia,Yogyakarta,2.4,2.4,22.45,726,0.4,74.9,0.4,0.2,0.6,2,0.64,0.6,0.57,0.4,0.4,0.6,11
Indonesia,Surakarta,0.0,0.0,5.61,565,0.4,74.9,0.6,0.2,0.6,4,0.56,0.2,0.5,0.2,0.8,0.4,11
Indonesia,Semarang,0.0,0.0,5.61,566,0.4,74.9,0.4,0.2,0.6,2,0.56,0.2,0.49,0.2,0.8,0.4,11
Indonesia,Pekanbaru,0.0,0.0,5.61,610,0.4,74.9,0.4,0.2,0.6,2,0.55,0.2,0.49,0.2,0.8,0.4,11
Costa Rica,Buenos Aires,2.69,2.69,153.85,2393,0.6,48.4,0.62,0.6,0.82,6,0.81,1.0,0.84,1.0,0.78,0.6,9
Costa Rica,San Antonio,5.0,5.0,50.0,2671,0.8,34.0,0.8,0.6,0.8,45,0.88,0.8,0.84,0.8,0.8,0.8,9
Costa Rica,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6,9
Costa Rica,Puerto Viejo,3.62,3.62,451.95,2373,0.6,45.1,0.8,0.8,0.8,5,0.77,0.6,0.73,0.4,0.8,0.6,9
Costa Rica,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8,9
Costa Rica,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4,9
Costa Rica,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62,9
Costa Rica,Santa Cruz,1.44,1.44,117.41,1778,0.4,78.5,0.2,0.4,1.0,3,0.71,1.0,0.56,0.4,0.8,0.6,9
Costa Rica,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6,9
Vietnam,Hanoi,1.12,1.12,44.72,785,0.42,70.7,0.4,0.2,0.62,5,0.73,0.6,0.84,1.0,0.42,0.64,8
Vietnam,Ho Chi Minh City,1.12,1.12,89.43,829,0.6,70.7,0.6,0.2,0.6,10,0.7,0.76,0.83,0.8,0.4,0.58,8
Suriname,Groningen,5.38,5.38,107.53,2761,0.8,28.2,0.8,1.0,0.8,65,0.88,0.8,0.81,0.8,0.8,0.8,2
Trinidad and Tobago,Valencia,4.3,4.3,215.07,2287,1.0,39.8,0.8,0.8,0.8,8,0.85,0.62,0.81,0.8,0.4,0.8,2
Trinidad and Tobago,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8,2
France,Bordeaux,5.38,5.38,283.89,2783,0.8,34.5,0.62,0.6,0.8,197,0.86,0.6,0.81,0.8,0.6,1.0,7
France,Nice,5.38,5.38,322.6,3240,0.8,34.5,1.0,0.6,0.8,12,0.85,1.0,0.79,0.8,0.6,1.0,7
France,Marseille,6.45,6.45,290.34,3247,1.0,34.5,0.8,0.6,1.0,20,0.86,0.8,0.79,0.8,0.6,0.6,7
France,Toulouse,3.76,3.76,129.04,2168,1.0,34.5,1.0,0.6,0.8,5,0.84,0.8,0.79,0.8,0.6,0.78,7
France,Lille,6.45,6.45,150.55,2927,1.0,34.5,0.6,0.6,0.8,14,0.84,0.8,0.76,0.4,0.6,0.93,7
France,Lyon,6.45,6.45,161.3,3036,0.8,34.5,0.6,0.6,0.8,8,0.82,0.6,0.76,0.8,0.6,0.8,7
France,Nantes,4.3,4.3,16.13,2124,0.8,34.5,0.4,0.6,0.8,36,0.81,0.42,0.75,0.4,0.6,0.8,7
France,Paris,8.06,8.06,322.6,3944,0.8,34.5,0.6,0.6,0.64,15,0.81,1.0,0.74,0.8,0.8,0.6,7
France,Grenoble,6.45,6.45,215.07,2827,0.8,34.5,1.0,0.6,0.8,27,0.8,1.0,0.73,0.4,0.6,0.6,7
France,Bruges,3.76,3.76,346.34,3155,0.6,29.0,0.8,0.8,0.8,67,0.81,0.8,0.7,0.8,0.6,0.8,7
France,Strasbourg,5.38,5.38,326.9,3109,0.6,34.5,0.8,0.6,0.6,45,0.78,0.6,0.68,0.4,0.6,0.8,7
France,Annecy,4.84,4.84,305.39,3482,0.6,34.5,0.6,0.6,0.4,12,0.75,0.6,0.66,0.4,0.6,0.8,7
Panama,Panama City,3.5,3.5,300.0,3523,0.6,53.2,1.0,0.4,1.0,15,0.81,0.8,0.79,0.8,0.8,1.0,6
Panama,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6,6
Panama,Bocas del Toro,1.0,1.0,244.0,3095,0.6,53.2,0.8,0.4,0.6,4,0.74,0.8,0.55,0.6,0.8,0.6,6
Mexico,Playa del Carmen,1.69,1.69,177.31,1734,0.6,70.4,0.2,0.2,1.0,0,0.74,1.0,0.78,0.8,0.0,0.8,63
Mexico,Mexico City,1.93,1.93,266.01,1510,0.6,70.4,0.4,0.2,0.8,0,0.72,1.0,0.77,0.8,0.0,0.42,63
Mexico,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6,63
Mexico,Guadalajara,1.93,1.93,217.65,1958,0.6,70.4,0.0,0.2,0.8,13,0.72,1.0,0.74,0.4,0.0,0.24,63
Mexico,Tijuana,0.97,0.97,78.64,1290,0.6,70.4,0.4,0.2,0.6,7,0.66,1.0,0.73,0.4,0.0,0.4,63
Mexico,Monterrey,1.81,1.81,116.08,2041,0.6,70.4,0.4,0.2,1.0,11,0.72,0.6,0.73,0.6,0.0,0.6,63
Mexico,Puerto Vallarta,1.21,1.21,98.38,1611,0.62,70.4,0.6,0.2,1.0,0,0.74,1.0,0.73,0.4,0.0,0.82,63
Mexico,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62,63
Mexico,Hermosillo,1.21,1.21,304.7,1621,0.6,70.4,0.6,0.2,1.0,9,0.7,0.6,0.71,0.4,0.0,0.8,63
Mexico,San Miguel de Allende,1.21,1.21,1041.36,2345,0.6,70.4,0.6,0.2,1.0,0,0.71,0.6,0.7,0.8,0.0,0.8,63
Mexico,Toluca,1.82,1.82,300.16,2028,0.4,70.4,0.4,0.2,0.4,23,0.62,0.6,0.65,0.4,0.6,0.4,63
Mexico,Puebla,1.87,1.87,245.17,1266,0.6,70.4,0.4,0.2,0.6,5,0.63,0.6,0.64,0.4,0.6,0.4,63
Mexico,Tulum,0.97,0.97,219.15,2068,0.4,70.4,0.4,0.2,0.4,5,0.6,0.6,0.62,0.4,0.6,0.4,63
Mexico,Oaxaca,1.93,1.93,87.06,1545,0.6,70.4,0.0,0.2,1.0,3,0.68,0.6,0.58,0.4,0.0,0.8,63
Mexico,San Salvador,1.75,1.75,200.0,1486,0.2,72.5,0.8,0.4019999999999999,0.8,3,0.61,0.8,0.54,0.4,0.0,0.4,63
Mexico,Aguascalientes,1.45,1.45,24.18,1724,0.6,70.4,0.4,0.2,0.8,5,0.43,0.4,0.49,0.4,0.6,0.2,63
Mexico,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6,63
Mexico,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2,63
Singapore,Singapore,2.38,2.38,212.16,3765,1.0,32.9,0.6,0.2,0.62,55,0.86,1.0,0.78,0.6,0.8,1.0,5
China,Shanghai,2.92,2.92,145.84,2147,1.0,74.9,0.8,0.2,1.0,6,0.76,0.96,0.76,0.8,0.8,0.82,5
China,Zhongshan,0.0,0.0,525.23,1711,0.6,74.9,0.4,0.2,0.4,78,0.69,0.4,0.7,0.4,0.2,0.6,5
China,Zhongshan,0.0,0.0,525.23,1711,0.6,74.9,0.4,0.2,0.4,78,0.69,0.4,0.7,0.4,0.2,0.6,5
China,Shenzhen,2.19,2.19,291.68,1581,0.6,74.9,0.6,0.2,0.6,18,0.66,0.6,0.69,0.4,0.4,0.6,5
China,Hangzhou,1.46,1.46,118.67,1595,0.8,74.9,1.0,0.2,0.8,20,0.66,0.6,0.69,0.8,0.4,0.6,5
China,Dongguan,4.79,4.79,72.92,1942,0.6,74.9,0.4,0.2,0.6,5,0.66,0.6,0.68,0.4,0.2,0.6,5
