country,city,coffee_in_cafe,cost_beer,cost_coworking,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,life_score,nightlife,nomad_score,places_to_work,racism,safety,marine_species
China,Dongguan,4.79,4.79,72.92,1942,0.6,74.9,0.4,0.2,0.6,5,0.66,0.6,0.68,0.4,0.2,0.6,5
China,Zibo,1.57,1.57,481.28,1226,0.6,74.9,0.4,0.2,0.4,18,0.65,0.4,0.67,0.4,0.2,0.6,5
China,Nanyang,0.73,0.73,59.25,387,0.8,74.9,0.4,0.2,0.4,13,0.63,0.6,0.67,0.6,0.4,0.8,5
China,Zhoukou,1.09,1.09,88.96,519,0.8,74.9,0.4,0.2,0.6,0,0.65,0.6,0.65,0.4,0.4,0.8,5
China,Nanjing,1.09,1.09,88.96,1912,0.8,74.9,0.6,0.2,0.8,6,0.69,0.8,0.64,0.6,0.4,0.8,5
China,Weifang,1.09,1.09,88.96,1058,0.8,74.9,0.4,0.2,0.6,0,0.64,0.6,0.64,0.4,0.4,0.8,5
China,Shijiazhuang,1.09,1.09,88.96,1129,0.8,74.9,0.4,0.2,0.6,25,0.63,0.4,0.63,0.4,0.4,0.8,5
China,Dalian,1.82,1.82,148.21,1547,0.6,74.9,0.4,0.2,0.8,6,0.63,0.4,0.6,0.6,0.4,0.6,5
China,Chaoyang,3.15,3.15,72.92,1651,0.6,74.9,0.4,0.2,0.6,3,0.68,0.6,0.58,0.8,0.2,0.6,5
China,Kunming,3.15,3.15,72.92,1146,0.6,74.9,0.4,0.2,0.6,4,0.63,0.2,0.55,0.4,0.4,0.6,5
China,Haikou,1.26,1.26,72.92,1732,0.6,74.9,0.4,0.2,0.6,4,0.68,0.6,0.55,0.4,0.2,0.6,5
China,Fuzhou,4.1,4.1,72.92,2163,0.6,74.9,0.4,0.2,0.6,3,0.65,0.6,0.54,0.4,0.2,0.6,5
China,Fuzhou,4.1,4.1,72.92,2163,0.6,74.9,0.4,0.2,0.6,3,0.65,0.6,0.54,0.4,0.2,0.6,5
China,Guiyang,2.3,2.3,72.92,818,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.53,0.4,0.2,0.6,5
China,Huainan,3.15,3.15,72.92,1210,0.6,74.9,0.4,0.2,0.6,4,0.64,0.6,0.53,0.4,0.2,0.6,5
China,Changzhou,3.86,3.86,72.92,1533,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.52,0.4,0.2,0.8,5
China,Jiangmen,3.15,3.15,72.92,1677,0.6,74.9,0.4,0.2,0.6,2,0.65,0.6,0.52,0.4,0.2,0.8,5
China,Jinan,3.15,3.15,72.92,1129,0.6,74.9,0.4,0.2,0.6,2,0.63,0.6,0.52,0.4,0.2,0.6,5
China,Jiaxing,3.94,3.94,72.92,1550,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.51,0.4,0.2,0.6,5
China,Hefei,3.15,3.15,72.92,1479,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.51,0.4,0.2,0.6,5
China,Changsha,3.15,3.15,72.92,2897,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.51,0.4,0.2,0.6,5
China,Changsha,3.15,3.15,72.92,2897,0.6,74.9,0.4,0.2,0.6,3,0.64,0.6,0.51,0.4,0.2,0.6,5
China,Foshan,2.67,2.67,72.92,1294,0.6,74.9,0.4,0.2,0.6,4,0.6,0.4,0.51,0.4,0.4,0.6,5
China,Beijing,2.55,2.55,243.55,1893,0.6,74.9,0.4,0.2,0.4,3,0.57,0.45,0.51,0.8,0.4,0.6,5
China,Nantong,3.15,3.15,72.92,1579,0.6,74.9,0.4,0.2,0.6,3,0.64,0.2,0.51,0.4,0.4,0.6,5
China,Changshu,3.15,3.15,72.92,1590,0.6,74.9,0.4,0.2,0.6,4,0.61,0.6,0.51,0.4,0.2,0.6,5
China,Nanchang,0.73,0.73,59.25,584,0.8,74.9,0.8,0.2,0.4,3,0.61,0.6,0.51,0.4,0.4,0.8,5
China,Yiwu,0.0,0.0,467.23,1385,0.6,74.9,0.4,0.2,0.6,2,0.64,0.4,0.51,0.4,0.2,0.6,5
China,Xiamen,3.5,3.5,591.06,2087,0.6,74.9,0.4,0.2,0.6,2,0.65,0.4,0.51,0.4,0.2,0.6,5
China,Zhuhai,2.43,2.43,477.54,2041,0.6,74.9,0.4,0.2,0.4,2,0.63,0.4,0.51,0.4,0.2,0.6,5
China,Shantou,0.73,0.73,59.25,623,0.8,74.9,0.6,0.2,0.6,0,0.61,0.4,0.5,0.6,0.4,0.8,5
China,Huizhou,3.15,3.15,72.92,2792,0.6,74.9,0.4,0.2,0.6,4,0.66,0.6,0.5,0.4,0.2,0.6,5
China,Wuhan,1.09,1.09,88.96,915,0.8,74.9,0.2,0.2,0.4,3,0.61,0.4,0.5,0.2,0.4,0.8,5
China,Hohhot,3.15,3.15,72.92,1531,0.6,74.9,0.4,0.2,0.6,2,0.63,0.6,0.5,0.4,0.2,0.6,5
China,Guangzhou,1.09,1.09,88.96,972,0.6,74.9,0.4,0.2,0.6,4,0.61,0.6,0.5,0.4,0.4,0.6,5
China,Quanzhou,2.67,2.67,72.92,1259,0.6,74.9,0.6,0.2,0.6,4,0.61,0.4,0.49,0.4,0.4,0.6,5
China,Tianjin,1.09,1.09,88.96,1178,0.8,74.9,0.6,0.2,0.6,3,0.59,0.4,0.49,0.6,0.4,0.8,5
China,Taiyuan,4.73,4.73,72.92,1563,0.6,74.9,0.4,0.2,0.6,4,0.59,0.4,0.49,0.4,0.4,0.6,5
China,Wenzhou,1.39,1.39,112.63,1214,0.8,74.9,0.2,0.2,0.4,2,0.6,0.4,0.49,0.4,0.4,0.8,5
China,Qingdao,1.46,1.46,118.67,1590,0.8,74.9,0.8,0.2,0.6,2,0.62,0.6,0.49,0.6,0.4,0.6,5
China,Chongqing,0.8,0.8,65.3,764,0.8,74.9,0.8,0.2,0.6,2,0.59,0.6,0.49,0.6,0.4,0.6,5
China,Chengdu,1.09,1.09,88.96,944,0.8,74.9,0.6,0.2,0.6,4,0.6,0.6,0.49,0.6,0.4,0.8,5
China,Weihai,0.44,0.44,373.99,1373,0.6,74.9,0.4,0.2,0.4,0,0.6,0.4,0.49,0.4,0.2,0.6,5
China,Changchun,3.09,3.09,72.92,1252,0.6,74.9,0.4,0.2,0.6,4,0.61,0.6,0.48,0.4,0.2,0.6,5
China,Jiamusi,3.15,3.15,72.92,1023,0.6,74.9,0.4,0.2,0.6,3,0.61,0.6,0.48,0.4,0.2,0.6,5
China,Wuxi,3.94,3.94,549.6,2148,0.6,74.9,0.4,0.2,0.4,2,0.61,0.4,0.48,0.4,0.2,0.6,5
China,Wuxi,3.94,3.94,549.6,2148,0.6,74.9,0.4,0.2,0.4,2,0.61,0.4,0.48,0.4,0.2,0.6,5
China,Linyi,1.09,1.09,88.96,1103,0.8,74.9,0.4,0.2,0.6,0,0.61,0.2,0.48,0.2,0.4,0.8,5
China,Yantai,3.94,3.94,465.62,1767,0.6,74.9,0.4,0.2,0.4,2,0.6,0.4,0.48,0.4,0.2,0.6,5
China,Anshan,0.8,0.8,72.92,763,0.6,74.9,0.4,0.2,0.6,2,0.58,0.4,0.48,0.4,0.2,0.6,5
China,Anshan,0.8,0.8,72.92,763,0.6,74.9,0.4,0.2,0.6,2,0.58,0.4,0.48,0.4,0.2,0.6,5
China,Suzhou,1.09,1.09,88.96,1036,0.8,74.9,0.4,0.2,0.6,4,0.6,0.6,0.48,0.4,0.4,0.8,5
China,Suzhou,1.09,1.09,88.96,1036,0.8,74.9,0.4,0.2,0.6,4,0.6,0.6,0.48,0.4,0.4,0.8,5
China,Shenyang,2.67,2.67,72.92,1213,0.6,74.9,0.4,0.2,0.6,3,0.56,0.4,0.47,0.4,0.4,0.6,5
China,Fushun,3.15,3.15,72.92,1844,0.6,74.9,0.4,0.2,0.6,3,0.61,0.6,0.47,0.4,0.2,0.6,5
China,Zhengzhou,1.09,1.09,88.96,1178,0.6,74.9,0.4,0.2,0.6,2,0.57,0.6,0.46,0.4,0.4,0.6,5
China,Handan,1.09,1.09,88.96,729,0.8,74.9,0.4,0.2,0.4,0,0.55,0.6,0.46,0.4,0.4,0.8,5
China,Putian,2.67,2.67,72.92,2455,0.6,74.9,0.4,0.2,0.6,0,0.6,0.4,0.46,0.4,0.4,0.6,5
China,Tangshan,2.67,2.67,72.92,1622,0.6,74.9,0.4,0.2,0.6,2,0.58,0.4,0.45,0.4,0.4,0.6,5
China,Baoding,0.73,0.73,59.25,706,0.8,74.9,0.4,0.2,0.4,1,0.5,0.4,0.45,0.2,0.4,0.8,5
China,Harbin,2.19,2.19,177.92,1209,0.8,74.9,0.4,0.2,0.4,3,0.56,0.4,0.44,0.4,0.4,0.8,5
China,Qiqihar,2.67,2.67,72.92,1143,0.6,74.9,0.4,0.2,0.6,4,0.54,0.4,0.42,0.4,0.4,0.6,5
China,Qinhuangdao,2.67,2.67,72.92,3387,0.6,74.9,0.4,0.2,0.6,2,0.57,0.4,0.4,0.4,0.4,0.6,5
El Salvador,Victoria,4.06,4.06,240.03,3061,1.0,23.8,1.0,0.8,1.0,0,0.83,0.6,0.76,0.8,1.0,1.0,1
El Salvador,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62,1
El Salvador,San Salvador,1.75,1.75,200.0,1486,0.2,72.5,0.8,0.4019999999999999,0.8,3,0.61,0.8,0.54,0.4,0.0,0.4,1
Russia,Moscow,3.79,3.79,197.02,1883,0.4,81.0,1.0,0.2,0.4,13,0.59,1.0,0.75,1.0,0.6,0.6,1
Russia,Saint Petersburg,3.03,3.03,113.67,1724,0.4,81.0,0.6,0.2,0.8,0,0.57,0.4,0.69,1.0,0.64,0.58,1
Russia,Kazan,6.06,6.06,60.62,2107,0.4,81.0,0.4,0.2,0.6,11,0.59,0.6,0.67,0.8,0.4,0.44,1
Russia,Yekaterinburg,3.03,3.03,181.87,1378,0.62,81.0,0.4,0.2,0.27,10,0.57,0.6,0.65,0.8,0.4,0.6,1
Russia,Obninsk,0.76,0.76,61.63,621,0.4,81.0,0.2,0.2,0.4,23,0.49,0.2,0.64,0.2,0.4,0.4,1
Russia,Saratov,1.44,1.44,69.72,982,0.4,81.0,0.6,0.2,0.8,12,0.53,0.4,0.64,0.4,0.4,0.4,1
Russia,Kaliningrad,5.3,5.3,431.43,2531,0.6,81.0,0.4,0.2,0.6,16,0.58,0.4,0.62,0.4,0.4,0.6,1
Russia,Krasnoyarsk,4.55,4.55,369.8,1945,0.6,81.0,0.6,0.2,0.8,11,0.61,0.6,0.62,0.4,0.4,0.8,1
Russia,Izhevsk,2.61,2.61,212.63,1177,0.6,81.0,0.4,0.2,0.6,12,0.54,0.6,0.59,0.4,0.4,0.6,1
Russia,Samara,1.52,1.52,60.62,1086,0.4,81.0,0.4,0.2,0.8,6,0.49,0.2,0.59,0.4,1.8181818181818e+28,0.4,1
Russia,Tomsk,3.41,3.41,277.35,1511,0.6,81.0,0.4,0.2,0.8,25,0.56,0.4,0.59,0.2,0.4,0.8,1
Russia,Novosibirsk,2.65,2.65,30.31,1074,0.6,81.0,0.6,0.2,0.6,10,0.54,0.6,0.58,0.4,0.45,0.6,1
Russia,Chelyabinsk,3.27,3.27,266.25,1606,0.6,81.0,0.6,0.2,0.6,18,0.55,0.4,0.57,0.4,0.4,0.6,1
Russia,Ufa,2.59,2.59,218.57,1167,0.4,81.0,0.4,0.2,0.45,10,0.51,0.2,0.55,0.4,0.4,0.6,1
Russia,Varna,2.06,2.06,110.07,1708,0.6,53.7,0.6,0.4,0.8,4,0.69,0.6,0.55,0.4,0.4,0.8,1
Russia,Krasnodar,2.15,2.15,227.47,1152,0.6,81.0,0.6,0.2,0.8,3,0.57,0.8,0.51,0.4,0.4,0.8,1
Russia,Vladivostok,4.55,4.55,369.8,2014,0.6,81.0,0.4,0.2,0.6,3,0.54,0.6,0.43,0.4,0.4,0.8,1
Dominican Republic,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6,3
Dominican Republic,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8,3
Dominican Republic,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4,3
Dominican Republic,Jarabacoa,2.81,2.81,64.86,1116,0.6,70.8,1.0,0.6,1.0,7,0.7,0.6,0.68,0.95,0.8,0.6,3
Peru,Santiago,1.5,1.5,182.5,1516,0.0,41.9,0.4,0.8,1.0,18,0.72,0.4,0.75,0.8,0.8,0.6,1
Peru,Chachapoyas,1.46,1.46,118.58,895,0.0,72.0,0.4,0.6,0.8,0,0.68,0.4,0.68,0.4,0.6,0.6,1
Peru,Lima,1.46,1.46,145.94,2231,0.4,72.0,0.4,0.6,0.8,3,0.63,0.6,0.55,0.8,0.6,0.6,1
Peru,Arequipa,1.46,1.46,116.75,1537,0.0,72.0,0.4,0.6,1.0,4,0.67,0.6,0.55,0.4,0.6,0.56,1
Peru,Cusco,2.63,2.63,213.65,1850,0.4,72.0,0.4,0.6,0.4,1,0.59,0.4,0.48,0.6,0.6,0.6,1
Turkey,Adana,2.36,2.36,25.0,1542,0.75,77.3,0.75,0.2,0.75,12,0.71,0.6,0.73,0.6,0.56,0.93,1
Turkey,Gaziantep,0.0,0.0,272.28,1872,0.6,77.3,0.6,0.2,0.8,9,0.69,0.6,0.68,0.6,0.4,0.8,1
Turkey,Antalya,2.29,2.29,260.38,2016,0.4,77.3,0.4,0.2,1.0,7,0.71,0.8,0.67,0.4,0.4,0.8,1
Turkey,Istanbul,2.29,2.29,152.45,2273,0.44,77.3,0.6,0.2,0.8,8,0.63,1.0,0.65,0.8,0.8,0.4,1
Turkey,Konya,1.94,1.94,217.23,1539,0.6,77.3,0.6,0.2,0.0,6,0.67,0.0,0.64,0.0,0.6,0.8,1
Turkey,Ankara,2.29,2.29,1524.46,3547,0.38,77.3,0.6,0.2,0.6,49,0.66,0.4,0.63,0.6,0.42,0.8,1
Turkey,Alanya,1.83,1.83,248.1,2176,0.4,77.3,0.8,0.2,0.8,5,0.67,0.6,0.63,0.8,0.4,0.6,1
Turkey,Bursa,1.52,1.52,130.19,2108,0.6,77.3,0.4,0.2,0.6,19,0.65,0.4,0.62,0.4,0.4,0.6,1
Turkey,Bodrum,1.52,1.52,260.38,3076,0.4,77.3,0.4,0.2,1.0,7,0.64,1.0,0.58,0.6,0.4,0.64,1
Croatia,Zadar,1.07,1.07,87.36,1916,0.8,52.4,0.8,0.6,0.8,45,0.75,0.4,0.73,0.8,0.4,0.8,1
Croatia,Zagreb,1.43,1.43,143.21,1960,0.62,52.4,0.8,0.6,0.8,17,0.72,0.6,0.69,0.4,0.42,0.8,1
Croatia,Split,1.07,1.07,229.13,2246,0.8,52.4,0.6,0.6,0.8,9,0.72,0.4,0.68,0.4,0.4,0.6,1
Croatia,Osijek,1.07,1.07,87.36,1508,0.6,52.4,0.6,0.6,0.8,9,0.69,0.4,0.68,0.6,0.4,0.6,1
Croatia,Rijeka,1.07,1.07,87.36,1958,0.6,52.4,0.8,0.6,0.8,8,0.7,0.4,0.67,0.4,0.4,0.8,1
Croatia,Dubrovnik,3.21,3.21,226.95,4532,0.4,52.4,0.6,0.6,0.6,12,0.72,0.4,0.61,0.6,0.6,0.8,1
Honduras,San Juan,6.0,6.0,250.0,2618,0.6,34.0,0.6,0.6,1.0,16,0.78,1.0,0.73,0.4,0.8,0.8,6
Honduras,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62,6
Honduras,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62,6
Honduras,Tegucigalpa,1.98,1.98,249.16,2472,0.6,79.8,0.2,0.2,0.4,5,0.41,0.2,0.44,0.2,0.6,0.2,6
Honduras,La Paz,1.08,1.08,252.5,1557,0.4,78.5,0.4,0.4,0.8,2,0.42,0.6,0.35,0.4,0.8,0.2,6
Bulgaria,Sofia,2.75,2.75,148.59,2037,0.6,53.7,1.0,0.4,0.8,20,0.71,0.8,0.72,0.8,0.4,0.6,1
Bulgaria,Plovdiv,4.13,4.13,165.1,2267,0.6,53.7,0.96,0.4,0.8,21,0.74,0.6,0.71,0.4,0.4,0.8,1
Bulgaria,Burgas,7.5,7.5,610.0,3212,1.0,53.7,1.0,0.4,0.8,24,0.76,1.0,0.69,0.4,0.4,0.6,1
Bulgaria,Varna,2.06,2.06,110.07,1708,0.6,53.7,0.6,0.4,0.8,4,0.69,0.6,0.55,0.4,0.4,0.8,1
Malaysia,Kuala Lumpur,0.69,0.69,92.16,1330,0.4,66.1,0.6,0.2,0.38,3,0.72,0.2,0.71,1.0,0.0,0.6,8
Malaysia,Johor Bahru,0.81,0.81,80.64,1283,0.4,66.1,0.4,0.2,0.6,10,0.61,0.4,0.67,0.4,0.0,0.4,8
Malaysia,Kota Kinabalu,0.86,0.86,70.28,1528,0.0,66.1,0.4,0.2,0.8,3,0.69,0.2,0.59,0.6,0.0,0.8,8
Malaysia,Ipoh,3.0,3.0,294.59,1824,0.6,66.1,0.4,0.2,0.6,4,0.61,0.4,0.5,0.4,0.4,0.4,8
Malaysia,George Town,2.65,2.65,150.0,4358,0.6,66.1,0.6,0.2,0.6,2,0.66,0.6,0.46,0.6,0.4,0.6,8
Cuba,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4,5
Cuba,Havana,1.0,1.0,183.0,1963,0.6,66.3,0.4,0.2,1.0,6,0.73,0.8,0.68,0.4,0.6,0.8,5
Cuba,Salvador,2.36,2.36,203.94,2198,0.6,65.3,0.6,0.4,0.6,9,0.64,0.8,0.67,0.6,0.6,0.4,5
Nicaragua,Santo Domingo,3.78,3.78,95.57,1763,0.6,70.8,0.4,0.6,0.8,7,0.69,1.0,0.71,0.4,0.8,0.4,4
Nicaragua,Granada,5.38,5.38,322.6,2514,0.8,39.8,0.2,0.8,0.6,6,0.74,1.0,0.69,0.4,0.4,0.6,4
Nicaragua,Managua,1.82,1.82,138.94,1261,0.6,79.0,0.2,0.6,0.8,2,0.63,0.4,0.54,0.6,0.0,0.6,4
Guatemala,San Francisco,5.0,5.0,570.0,4879,0.8,34.0,1.0,0.6,1.0,9,0.83,1.0,0.71,0.8,0.8,0.62,5
Guatemala,Guatemala City,1.67,1.67,121.9,1913,0.4,83.2,0.4,0.4,0.8,4,0.36,0.4,0.34,0.4,0.6,0.2,5
Jamaica,Kingston,2.32,2.32,188.61,1325,0.6,65.0,0.6,0.8,0.6,9,0.67,1.0,0.71,0.6,0.0,0.4,3
United Arab Emirates,Dubai,3.4,3.4,680.65,5452,0.62,44.5,0.64,0.4,0.8,6,0.78,0.43,0.7,0.8,0.64,1.0,1
United Arab Emirates,Sharjah,2.99,2.99,243.4,3288,0.8,44.5,0.8,0.4,1.0,9,0.74,0.2,0.65,0.4,0.6,0.8,1
United Arab Emirates,Abu Dhabi,6.81,6.81,553.71,5194,0.44,44.5,0.8,0.4,0.82,6,0.76,0.62,0.64,0.82,0.6,0.82,1
Oman,Muscat,2.6,2.6,23.37,3602,0.6,51.6,0.4,0.2,0.6,6,0.75,0.4,0.69,0.6,0.0,0.8,1
Monaco,Monaco,5.38,5.38,225.82,5401,0.8,80.39999999999999,0.6,0.8039999999999999,0.8,19,0.82,1.0,0.68,0.8,0.6,1.0,1
Brunei,Bandar Seri Begawan,1.41,1.41,105.9,2795,0.6,62.0,0.6,0.2,0.8,0,0.69,0.4,0.68,0.8,0.4,0.6,2
Sri Lanka,Colombo,0.84,0.84,68.7,1046,0.8,87.7,0.6,0.2,1.0,6,0.66,0.24,0.67,0.6,0.0,0.8,12
Sri Lanka,Kandy,2.03,2.03,261.07,1272,0.6,87.7,0.6,0.2,0.8,6,0.63,0.6,0.66,0.6,0.4,0.6,12
Mauritius,Port Louis,4.19,4.19,323.62,2399,0.6,43.2,0.6,0.6,0.8,5,0.73,0.6,0.65,0.8,0.4,0.6,1
South Africa,Cape Town,3.49,3.49,139.61,2677,0.6,69.9,0.6,0.6,0.8,3,0.71,0.8,0.63,0.8,0.6,0.42,4
South Africa,Pretoria,3.14,3.14,255.48,2465,0.6,69.9,0.8,0.6,0.6,4,0.69,0.8,0.54,0.8,0.6,0.6,4
South Africa,Port Elizabeth,2.79,2.79,227.12,2369,0.6,69.9,0.6,0.6,0.8,2,0.61,0.4,0.53,0.6,0.6,0.4,4
South Africa,Durban,4.19,4.19,244.31,3240,0.6,69.9,0.4,0.6,0.8,3,0.59,0.4,0.49,0.4,0.6,0.4,4
South Africa,Johannesburg,2.79,2.79,195.45,2467,0.4,69.9,0.4,0.6,0.8,4,0.42,0.4,0.35,0.8,0.6,0.2,4
Bangladesh,Dhaka,2.54,2.54,190.51,1703,0.4,90.7,0.2,0.2,0.8,5,0.49,0.27,0.62,0.4,0.4,0.27,4
Bangladesh,Khulna,7.62,7.62,63.5,1279,0.6,90.7,0.6,0.2,0.6,2,0.48,0.4,0.47,0.4,0.4,0.6,4
Bermuda,Hamilton,10.0,10.0,813.74,6345,0.6,75.39999999999999,0.6,0.7539999999999999,0.8,6,0.77,0.8,0.57,0.4,0.8,0.8,1
Kenya,Nairobi,1.47,1.47,196.49,1679,0.2,98.3,0.2,0.4,1.0,8,0.43,1.0,0.57,0.4,0.0,0.4,1
Pakistan,Lahore,0.95,0.95,85.4,1583,0.2,101.7,0.4,0.2,0.6,5,0.37,0.4,0.54,0.4,0.8,0.6,1
Pakistan,Faisalabad,4.15,4.15,28.58,2577,0.2,101.7,0.4,0.2,0.4,2,0.26,0.2,0.36,0.4,0.2,0.4,1
Pakistan,Islamabad,0.95,0.95,77.48,1423,0.2,101.7,0.2,0.2,0.4,2,0.26,0.2,0.34,0.4,0.8,0.4,1
Pakistan,Peshawar,2.83,2.83,174.41,4245,0.2,101.7,0.4,0.2,0.2,1,0.26,0.2,0.3,0.2,0.2,0.4,1
Pakistan,Rawalpindi,0.71,0.71,28.58,915,0.2,101.7,0.4,0.2,0.4,2,0.1,0.4,0.21,0.2,0.8,0.2,1
Pakistan,Gujranwala,2.5,2.5,28.58,1449,0.2,101.7,0.4,0.2,0.4,1,0.11,0.2,0.21,0.4,0.2,0.2,1
Pakistan,Karachi,2.38,2.38,114.3,3144,0.2,101.7,0.4,0.2,0.6,3,0.12,0.4,0.2,0.4,0.8,0.2,1
Pakistan,Bahawalpur,4.0,4.0,28.58,2637,0.2,101.7,0.4,0.2,0.4,2,0.11,0.2,0.18,0.4,0.2,0.2,1
Belize,Belize City,2.99,2.99,243.31,3162,0.6,66.0,0.6,0.6,0.8,1,0.66,0.6,0.53,0.4,0.0,0.6,5
Belize,San Pedro,1.99,1.99,162.41,4228,0.6,66.0,0.4,0.6,0.8,3,0.68,1.0,0.47,0.8,0.0,0.6,5
Mozambique,Maputo,2.43,2.43,197.49,1965,0.4,87.8,0.4,0.4,0.8,2,0.53,0.4,0.47,0.4,0.6,0.6,4
Cayman Islands,George Town,2.65,2.65,150.0,4358,0.6,66.1,0.6,0.2,0.6,2,0.66,0.6,0.46,0.6,0.4,0.6,3
Madagascar,Antananarivo,1.18,1.18,255.3,1285,0.4,84.2,0.4,0.6,0.4,0,0.5,0.2,0.46,0.4,0.6,0.8,1
Tanzania,Dar es Salaam,1.49,1.49,274.99,1823,0.4,81.8,0.4,0.6,0.6,2,0.5,0.4,0.45,0.2,0.0,0.4,3
